RealLabel,PredictLabel,PredictLabelProbability,RealLabelProbability,AllProbability
0,0,1.0,1.0,"1.0,0.0"
0,0,0.98843575,0.98843575,"0.98843575,0.011564296"
0,0,0.7670795,0.7670795,"0.7670795,0.23292048"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,0.9862498,0.9862498,"0.9862498,0.013750229"
0,0,0.9747605,0.9747605,"0.9747605,0.025239524"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,1,0.9861079,0.013892172,"0.013892172,0.9861079"
0,0,1.0,1.0,"1.0,0.0"
0,0,0.81322473,0.81322473,"0.81322473,0.18677525"
0,0,0.8681857,0.8681857,"0.8681857,0.13181433"
0,0,0.7649464,0.7649464,"0.7649464,0.23505366"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,0.9584804,0.9584804,"0.9584804,0.041519552"
0,0,0.9653804,0.9653804,"0.9653804,0.034619614"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,0.9733532,0.9733532,"0.9733532,0.026646757"
0,0,0.9917553,0.9917553,"0.9917553,0.008244663"
0,0,0.89053726,0.89053726,"0.89053726,0.10946273"
0,0,1.0,1.0,"1.0,0.0"
0,0,0.9925635,0.9925635,"0.9925635,0.0074365605"
0,0,1.0,1.0,"1.0,0.0"
0,1,0.55766565,0.44233438,"0.44233438,0.55766565"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,0.930036,0.930036,"0.930036,0.06996399"
0,0,0.6096862,0.6096862,"0.6096862,0.39031377"
0,0,1.0,1.0,"1.0,0.0"
0,0,0.9584804,0.9584804,"0.9584804,0.041519552"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,0.96314204,0.96314204,"0.96314204,0.036857937"
0,0,0.97842366,0.97842366,"0.97842366,0.02157632"
0,0,0.99479604,0.99479604,"0.99479604,0.005203933"
0,0,1.0,1.0,"1.0,0.0"
0,0,0.9936922,0.9936922,"0.9936922,0.0063077975"
0,0,0.53424567,0.53424567,"0.53424567,0.46575436"
0,0,0.7933347,0.7933347,"0.7933347,0.20666532"
0,0,1.0,1.0,"1.0,0.0"
0,0,0.69538754,0.69538754,"0.69538754,0.30461243"
0,0,1.0,1.0,"1.0,0.0"
0,0,0.8664108,0.8664108,"0.8664108,0.13358918"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,0.8189047,0.8189047,"0.8189047,0.1810953"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,0.53214234,0.53214234,"0.53214234,0.46785766"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,1,0.6540949,0.3459051,"0.3459051,0.6540949"
0,0,1.0,1.0,"1.0,0.0"
0,0,0.9810766,0.9810766,"0.9810766,0.018923394"
0,0,0.98612285,0.98612285,"0.98612285,0.013877154"
0,0,1.0,1.0,"1.0,0.0"
0,1,0.89592135,0.104078665,"0.104078665,0.89592135"
0,0,1.0,1.0,"1.0,0.0"
0,0,0.9653804,0.9653804,"0.9653804,0.034619614"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,0.9653804,0.9653804,"0.9653804,0.034619614"
0,0,1.0,1.0,"1.0,0.0"
0,0,0.99466264,0.99466264,"0.99466264,0.005337367"
0,0,0.96492064,0.96492064,"0.96492064,0.03507937"
0,0,0.8295326,0.8295326,"0.8295326,0.17046735"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,0.9592922,0.9592922,"0.9592922,0.04070785"
0,0,0.98218495,0.98218495,"0.98218495,0.017815115"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,0.6325913,0.6325913,"0.6325913,0.3674087"
0,1,0.6483215,0.35167846,"0.35167846,0.6483215"
0,0,0.99255633,0.99255633,"0.99255633,0.0074436837"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,0.8530509,0.8530509,"0.8530509,0.14694919"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,0.64677763,0.64677763,"0.64677763,0.35322234"
0,1,0.58049744,0.41950256,"0.41950256,0.58049744"
0,0,1.0,1.0,"1.0,0.0"
0,0,0.97452205,0.97452205,"0.97452205,0.02547789"
0,0,0.99466264,0.99466264,"0.99466264,0.005337367"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,0.8828154,0.8828154,"0.8828154,0.11718454"
0,0,0.82092863,0.82092863,"0.82092863,0.17907137"
0,0,0.7475422,0.7475422,"0.7475422,0.25245777"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,1,0.77583057,0.22416946,"0.22416946,0.77583057"
0,1,0.57917917,0.42082083,"0.42082083,0.57917917"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,0.9738633,0.9738633,"0.9738633,0.02613666"
0,1,0.58864146,0.4113586,"0.4113586,0.58864146"
0,0,0.9915888,0.9915888,"0.9915888,0.008411255"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,0.99323016,0.99323016,"0.99323016,0.006769791"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,0.96914196,0.96914196,"0.96914196,0.030858025"
0,1,0.56225735,0.43774265,"0.43774265,0.56225735"
0,0,0.7345459,0.7345459,"0.7345459,0.26545402"
0,0,1.0,1.0,"1.0,0.0"
0,0,0.9449892,0.9449892,"0.9449892,0.055010818"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,0.8947771,0.8947771,"0.8947771,0.10522285"
0,0,0.53214234,0.53214234,"0.53214234,0.46785766"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,0.67959505,0.67959505,"0.67959505,0.32040492"
0,0,0.9117623,0.9117623,"0.9117623,0.08823772"
0,1,0.8184466,0.18155342,"0.18155342,0.8184466"
0,0,1.0,1.0,"1.0,0.0"
0,0,0.8678503,0.8678503,"0.8678503,0.13214974"
0,0,0.9726203,0.9726203,"0.9726203,0.027379721"
0,0,0.96984935,0.96984935,"0.96984935,0.030150613"
0,1,0.7871119,0.2128882,"0.2128882,0.7871119"
0,0,1.0,1.0,"1.0,0.0"
0,0,0.8304347,0.8304347,"0.8304347,0.16956528"
0,0,1.0,1.0,"1.0,0.0"
0,0,0.9915888,0.9915888,"0.9915888,0.008411255"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,1,0.5880135,0.41198653,"0.41198653,0.5880135"
0,0,0.8612871,0.8612871,"0.8612871,0.13871288"
0,0,0.8532265,0.8532265,"0.8532265,0.14677358"
0,1,0.80900127,0.19099866,"0.19099866,0.80900127"
0,0,1.0,1.0,"1.0,0.0"
0,0,0.9313887,0.9313887,"0.9313887,0.068611324"
0,0,0.99689317,0.99689317,"0.99689317,0.0031068255"
0,0,0.9921198,0.9921198,"0.9921198,0.007880242"
0,0,0.7269237,0.7269237,"0.7269237,0.27307627"
0,0,1.0,1.0,"1.0,0.0"
0,1,0.6490617,0.35093838,"0.35093838,0.6490617"
0,0,1.0,1.0,"1.0,0.0"
0,0,0.9789022,0.9789022,"0.9789022,0.02109783"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,0.9969389,0.9969389,"0.9969389,0.003061137"
0,0,0.98653525,0.98653525,"0.98653525,0.013464723"
0,0,0.687362,0.687362,"0.687362,0.31263798"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,0.8118751,0.8118751,"0.8118751,0.18812497"
0,0,0.86991215,0.86991215,"0.86991215,0.13008787"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,0.8315273,0.8315273,"0.8315273,0.16847265"
0,0,0.833841,0.833841,"0.833841,0.16615902"
0,0,0.75620204,0.75620204,"0.75620204,0.24379799"
0,1,0.6183782,0.38162178,"0.38162178,0.6183782"
0,0,1.0,1.0,"1.0,0.0"
0,0,0.53972226,0.53972226,"0.53972226,0.46027774"
0,0,1.0,1.0,"1.0,0.0"
0,0,0.75254786,0.75254786,"0.75254786,0.24745221"
0,0,1.0,1.0,"1.0,0.0"
0,0,0.87682295,0.87682295,"0.87682295,0.12317707"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,0.97432196,0.97432196,"0.97432196,0.025678055"
0,0,0.96761864,0.96761864,"0.96761864,0.03238138"
0,0,0.6992262,0.6992262,"0.6992262,0.30077377"
0,0,0.8358667,0.8358667,"0.8358667,0.16413327"
0,0,0.9923554,0.9923554,"0.9923554,0.007644591"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,0.87682295,0.87682295,"0.87682295,0.12317707"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,0.98607063,0.98607063,"0.98607063,0.013929392"
0,1,0.6182762,0.38172382,"0.38172382,0.6182762"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,0.9619575,0.9619575,"0.9619575,0.03804247"
0,0,0.78594255,0.78594255,"0.78594255,0.21405749"
0,0,0.9928221,0.9928221,"0.9928221,0.007177838"
0,0,1.0,1.0,"1.0,0.0"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.9954749,0.9954749,"0.004525159,0.9954749"
1,1,0.7022251,0.7022251,"0.29777494,0.7022251"
1,1,0.98827046,0.98827046,"0.011729499,0.98827046"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.97026324,0.97026324,"0.029736763,0.97026324"
1,1,0.9820185,0.9820185,"0.017981531,0.9820185"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.8906028,0.8906028,"0.10939715,0.8906028"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.99669594,0.99669594,"0.0033040845,0.99669594"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.9928431,0.9928431,"0.007156924,0.9928431"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.98971903,0.98971903,"0.01028094,0.98971903"
1,1,0.9781284,0.9781284,"0.021871602,0.9781284"
1,1,1.0,1.0,"0.0,1.0"
1,1,1.0,1.0,"0.0,1.0"
1,1,1.0,1.0,"0.0,1.0"
1,1,1.0,1.0,"0.0,1.0"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.8906028,0.8906028,"0.10939715,0.8906028"
1,1,0.9839879,0.9839879,"0.016012102,0.9839879"
1,1,0.99689317,0.99689317,"0.0031068255,0.99689317"
1,1,0.9762908,0.9762908,"0.023709169,0.9762908"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.99054796,0.99054796,"0.009452041,0.99054796"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.97373915,0.97373915,"0.026260907,0.97373915"
1,1,1.0,1.0,"0.0,1.0"
1,1,1.0,1.0,"0.0,1.0"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.92102,0.92102,"0.07897999,0.92102"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.87957925,0.87957925,"0.12042082,0.87957925"
1,1,0.88795364,0.88795364,"0.11204632,0.88795364"
1,1,0.9954749,0.9954749,"0.004525159,0.9954749"
1,1,0.9863706,0.9863706,"0.013629348,0.9863706"
1,1,0.994923,0.994923,"0.005077007,0.994923"
1,1,0.99583685,0.99583685,"0.004163146,0.99583685"
1,1,0.8070774,0.8070774,"0.19292265,0.8070774"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.9088073,0.9088073,"0.09119274,0.9088073"
1,1,0.97209287,0.97209287,"0.027907155,0.97209287"
1,1,0.98971903,0.98971903,"0.01028094,0.98971903"
1,1,0.97839284,0.97839284,"0.02160715,0.97839284"
1,1,0.7109543,0.7109543,"0.2890457,0.7109543"
1,1,0.9940526,0.9940526,"0.005947352,0.9940526"
1,1,1.0,1.0,"0.0,1.0"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.80306983,0.80306983,"0.1969302,0.80306983"
1,1,1.0,1.0,"0.0,1.0"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.738939,0.738939,"0.26106095,0.738939"
1,1,0.76964396,0.76964396,"0.23035604,0.76964396"
1,1,0.9934808,0.9934808,"0.006519241,0.9934808"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.89209425,0.89209425,"0.10790572,0.89209425"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.54236555,0.54236555,"0.45763448,0.54236555"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.9799598,0.9799598,"0.02004026,0.9799598"
1,1,0.99557114,0.99557114,"0.004428879,0.99557114"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.9507451,0.9507451,"0.049254864,0.9507451"
1,1,0.98827046,0.98827046,"0.011729499,0.98827046"
1,1,0.9957519,0.9957519,"0.0042481082,0.9957519"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.9706022,0.9706022,"0.029397737,0.9706022"
1,1,0.9964719,0.9964719,"0.00352809,0.9964719"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.9799064,0.9799064,"0.02009362,0.9799064"
1,1,1.0,1.0,"0.0,1.0"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.9924282,0.9924282,"0.00757186,0.9924282"
1,1,0.98870873,0.98870873,"0.011291326,0.98870873"
1,1,0.7696777,0.7696777,"0.23032236,0.7696777"
1,1,0.5767467,0.5767467,"0.42325327,0.5767467"
1,1,0.993785,0.993785,"0.0062150354,0.993785"
1,1,0.9928431,0.9928431,"0.007156924,0.9928431"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.989782,0.989782,"0.010218061,0.989782"
1,1,0.99583685,0.99583685,"0.004163146,0.99583685"
1,0,0.5011169,0.4988831,"0.5011169,0.4988831"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.9675619,0.9675619,"0.032438084,0.9675619"
1,1,0.9839879,0.9839879,"0.016012102,0.9839879"
1,1,0.94041604,0.94041604,"0.05958395,0.94041604"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.9684306,0.9684306,"0.03156941,0.9684306"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.9924282,0.9924282,"0.00757186,0.9924282"
1,1,0.9088073,0.9088073,"0.09119274,0.9088073"
1,1,0.97026324,0.97026324,"0.029736763,0.97026324"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.9960725,0.9960725,"0.0039274963,0.9960725"
1,1,0.9895921,0.9895921,"0.010407866,0.9895921"
1,1,0.99674755,0.99674755,"0.003252458,0.99674755"
1,1,1.0,1.0,"0.0,1.0"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.99094963,0.99094963,"0.009050318,0.99094963"
1,1,0.722371,0.722371,"0.27762905,0.722371"
1,1,0.6857232,0.6857232,"0.31427678,0.6857232"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.99599695,0.99599695,"0.004003025,0.99599695"
1,1,0.9158176,0.9158176,"0.0841824,0.9158176"
1,1,0.987988,0.987988,"0.012012039,0.987988"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.9894725,0.9894725,"0.010527497,0.9894725"
1,1,0.9796623,0.9796623,"0.02033771,0.9796623"
1,1,1.0,1.0,"0.0,1.0"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.9225825,0.9225825,"0.07741747,0.9225825"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.98067164,0.98067164,"0.019328311,0.98067164"
1,1,0.99332833,0.99332833,"0.0066717095,0.99332833"
1,1,0.7731119,0.7731119,"0.22688808,0.7731119"
1,1,0.99599695,0.99599695,"0.004003025,0.99599695"
1,1,0.9960725,0.9960725,"0.0039274963,0.9960725"
1,1,0.9661119,0.9661119,"0.033888046,0.9661119"
1,1,0.91384596,0.91384596,"0.086154036,0.91384596"
1,1,1.0,1.0,"0.0,1.0"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.7251833,0.7251833,"0.27481672,0.7251833"
1,1,1.0,1.0,"0.0,1.0"
1,1,1.0,1.0,"0.0,1.0"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.98827046,0.98827046,"0.011729499,0.98827046"
1,1,1.0,1.0,"0.0,1.0"
1,1,1.0,1.0,"0.0,1.0"
1,0,0.67339337,0.32660663,"0.67339337,0.32660663"
1,1,1.0,1.0,"0.0,1.0"
1,0,0.5913372,0.40866277,"0.5913372,0.40866277"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.91855556,0.91855556,"0.08144442,0.91855556"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.69040763,0.69040763,"0.30959237,0.69040763"
1,1,0.98870873,0.98870873,"0.011291326,0.98870873"
1,1,0.9968461,0.9968461,"0.0031538988,0.9968461"
1,1,0.9609343,0.9609343,"0.039065734,0.9609343"
1,1,0.99332833,0.99332833,"0.0066717095,0.99332833"
1,1,0.99669594,0.99669594,"0.0033040845,0.99669594"
1,1,0.9768714,0.9768714,"0.023128591,0.9768714"
1,1,0.92714494,0.92714494,"0.07285507,0.92714494"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.99664265,0.99664265,"0.0033573757,0.99664265"
1,0,0.6772096,0.3227904,"0.6772096,0.3227904"
1,1,0.91520524,0.91520524,"0.08479476,0.91520524"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.97943383,0.97943383,"0.020566141,0.97943383"
1,1,1.0,1.0,"0.0,1.0"
1,0,0.67339337,0.32660663,"0.67339337,0.32660663"
1,1,0.9894725,0.9894725,"0.010527497,0.9894725"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.99669594,0.99669594,"0.0033040845,0.99669594"
1,1,0.9638616,0.9638616,"0.036138423,0.9638616"
1,1,0.8847716,0.8847716,"0.115228355,0.8847716"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.9626913,0.9626913,"0.03730868,0.9626913"
1,1,1.0,1.0,"0.0,1.0"
1,0,0.9895921,0.010407866,"0.9895921,0.010407866"
1,1,1.0,1.0,"0.0,1.0"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.95275164,0.95275164,"0.04724841,0.95275164"
1,1,0.97535217,0.97535217,"0.02464782,0.97535217"
1,1,0.89331937,0.89331937,"0.10668064,0.89331937"
1,1,0.9228921,0.9228921,"0.07710795,0.9228921"
1,1,0.9611938,0.9611938,"0.038806207,0.9611938"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.9894725,0.9894725,"0.010527497,0.9894725"
1,1,1.0,1.0,"0.0,1.0"
1,1,1.0,1.0,"0.0,1.0"
1,1,1.0,1.0,"0.0,1.0"
1,1,1.0,1.0,"0.0,1.0"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.99669594,0.99669594,"0.0033040845,0.99669594"
1,1,1.0,1.0,"0.0,1.0"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.93728554,0.93728554,"0.06271442,0.93728554"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.99669594,0.99669594,"0.0033040845,0.99669594"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.993785,0.993785,"0.0062150354,0.993785"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.9768714,0.9768714,"0.023128591,0.9768714"
1,1,0.98835754,0.98835754,"0.011642468,0.98835754"
1,1,0.6187491,0.6187491,"0.38125095,0.6187491"
1,1,0.9938777,0.9938777,"0.006122274,0.9938777"
1,1,0.8107568,0.8107568,"0.18924326,0.8107568"
1,1,0.687764,0.687764,"0.31223598,0.687764"
1,1,1.0,1.0,"0.0,1.0"
1,1,1.0,1.0,"0.0,1.0"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.92424864,0.92424864,"0.07575141,0.92424864"
1,1,0.9358359,0.9358359,"0.06416411,0.9358359"
1,1,0.99674755,0.99674755,"0.003252458,0.99674755"
1,1,0.9922905,0.9922905,"0.0077095306,0.9922905"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.9868935,0.9868935,"0.013106539,0.9868935"
1,1,1.0,1.0,"0.0,1.0"
1,1,1.0,1.0,"0.0,1.0"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.9922905,0.9922905,"0.0077095306,0.9922905"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.992645,0.992645,"0.007354934,0.992645"
1,1,0.98870873,0.98870873,"0.011291326,0.98870873"
1,1,0.9795113,0.9795113,"0.020488702,0.9795113"
1,1,0.6667517,0.6667517,"0.33324832,0.6667517"
1,1,1.0,1.0,"0.0,1.0"
1,1,1.0,1.0,"0.0,1.0"
1,1,1.0,1.0,"0.0,1.0"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.83936024,0.83936024,"0.16063973,0.83936024"
1,1,0.9928431,0.9928431,"0.007156924,0.9928431"
1,1,0.9969389,0.9969389,"0.003061137,0.9969389"
1,1,1.0,1.0,"0.0,1.0"
1,1,1.0,1.0,"0.0,1.0"
1,1,1.0,1.0,"0.0,1.0"
1,1,1.0,1.0,"0.0,1.0"
1,1,1.0,1.0,"0.0,1.0"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.99674755,0.99674755,"0.003252458,0.99674755"
1,1,0.9081532,0.9081532,"0.091846816,0.9081532"
1,1,1.0,1.0,"0.0,1.0"
1,1,1.0,1.0,"0.0,1.0"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.9833207,0.9833207,"0.016679272,0.9833207"
1,1,0.9900878,0.9900878,"0.009912254,0.9900878"
1,1,0.9928221,0.9928221,"0.007177838,0.9928221"
1,1,0.9626913,0.9626913,"0.03730868,0.9626913"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.9945222,0.9945222,"0.005477824,0.9945222"
1,1,1.0,1.0,"0.0,1.0"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.98827046,0.98827046,"0.011729499,0.98827046"
1,1,1.0,1.0,"0.0,1.0"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.92919093,0.92919093,"0.07080908,0.92919093"
1,1,0.96726876,0.96726876,"0.032731283,0.96726876"
1,1,0.99591845,0.99591845,"0.004081516,0.99591845"
1,1,1.0,1.0,"0.0,1.0"
1,1,1.0,1.0,"0.0,1.0"
1,1,1.0,1.0,"0.0,1.0"
1,1,1.0,1.0,"0.0,1.0"
1,1,1.0,1.0,"0.0,1.0"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.99669594,0.99669594,"0.0033040845,0.99669594"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.8766609,0.8766609,"0.12333907,0.8766609"
1,1,0.9863706,0.9863706,"0.013629348,0.9863706"
1,1,0.99669594,0.99669594,"0.0033040845,0.99669594"
1,1,1.0,1.0,"0.0,1.0"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.8702831,0.8702831,"0.12971693,0.8702831"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.9894725,0.9894725,"0.010527497,0.9894725"
1,1,0.94721323,0.94721323,"0.05278673,0.94721323"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.6085849,0.6085849,"0.3914151,0.6085849"
1,1,1.0,1.0,"0.0,1.0"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.9924282,0.9924282,"0.00757186,0.9924282"
1,1,1.0,1.0,"0.0,1.0"
1,1,0.98679495,0.98679495,"0.013205099,0.98679495"
1,1,0.99557114,0.99557114,"0.004428879,0.99557114"
1,1,0.99599695,0.99599695,"0.004003025,0.99599695"
1,1,0.9862118,0.9862118,"0.013788198,0.9862118"
1,1,1.0,1.0,"0.0,1.0"
0,0,0.9525006,0.9525006,"0.9525006,0.047499448"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,0.9968461,0.9968461,"0.9968461,0.0031538988"
0,0,0.92484784,0.92484784,"0.92484784,0.07515214"
0,0,0.99583685,0.99583685,"0.99583685,0.004163146"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,1.0,1.0,"1.0,0.0"
0,0,0.97254854,0.97254854,"0.97254854,0.02745147"
0,0,0.9945222,0.9945222,"0.9945222,0.005477824"
