RealLabel,PredictLabel,PredictLabelProbability,RealLabelProbability,AllProbability
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.9117621,0.9117621,"0.9117621,0.08823789"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,1,0.9705853,0.02941473,"0.02941473,0.9705853"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,1,0.5882347,0.41176525,"0.41176525,0.5882347"
0,0,0.77941,0.77941,"0.77941,0.22059"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.98529106,0.98529106,"0.98529106,0.014708942"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.98529106,0.98529106,"0.98529106,0.014708942"
0,0,0.85293895,0.85293895,"0.85293895,0.14706105"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.9117621,0.9117621,"0.9117621,0.08823789"
0,0,0.95587945,0.95587945,"0.95587945,0.04412052"
0,0,0.80882156,0.80882156,"0.80882156,0.19117841"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,1,0.92957485,0.07042513,"0.07042513,0.92957485"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.9264679,0.9264679,"0.9264679,0.0735321"
0,1,0.84285504,0.15714496,"0.15714496,0.84285504"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.98529106,0.98529106,"0.98529106,0.014708942"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.98529106,0.98529106,"0.98529106,0.014708942"
0,0,0.98529106,0.98529106,"0.98529106,0.014708942"
0,0,0.9705853,0.9705853,"0.9705853,0.02941473"
0,0,0.9117621,0.9117621,"0.9117621,0.08823789"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.98529106,0.98529106,"0.98529106,0.014708942"
0,0,0.7647042,0.7647042,"0.7647042,0.23529579"
0,0,0.95587945,0.95587945,"0.95587945,0.04412052"
0,0,0.98529106,0.98529106,"0.98529106,0.014708942"
0,0,0.95587945,0.95587945,"0.95587945,0.04412052"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,1,0.5147058,0.48529422,"0.48529422,0.5147058"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.8823505,0.8823505,"0.8823505,0.117649466"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.7647042,0.7647042,"0.7647042,0.23529579"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.98529106,0.98529106,"0.98529106,0.014708942"
0,1,0.8676447,0.13235526,"0.13235526,0.8676447"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.98529106,0.98529106,"0.98529106,0.014708942"
0,0,0.98529106,0.98529106,"0.98529106,0.014708942"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,1,0.9117621,0.08823789,"0.08823789,0.9117621"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.85293895,0.85293895,"0.85293895,0.14706105"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.85293895,0.85293895,"0.85293895,0.14706105"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.98529106,0.98529106,"0.98529106,0.014708942"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.74999845,0.74999845,"0.74999845,0.25000158"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.74999845,0.74999845,"0.74999845,0.25000158"
0,1,0.9411737,0.05882631,"0.05882631,0.9411737"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.95587945,0.95587945,"0.95587945,0.04412052"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.7352926,0.7352926,"0.7352926,0.26470736"
0,1,0.74999845,0.25000158,"0.25000158,0.74999845"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.9117621,0.9117621,"0.9117621,0.08823789"
0,0,0.98529106,0.98529106,"0.98529106,0.014708942"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.72058684,0.72058684,"0.72058684,0.27941316"
0,1,0.57352895,0.42647105,"0.42647105,0.57352895"
0,1,0.6029405,0.39705947,"0.39705947,0.6029405"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,1,0.97402334,0.025976665,"0.025976665,0.97402334"
0,1,0.77941,0.22059,"0.22059,0.77941"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.9117621,0.9117621,"0.9117621,0.08823789"
0,0,0.98529106,0.98529106,"0.98529106,0.014708942"
0,0,0.9264679,0.9264679,"0.9264679,0.0735321"
0,0,0.74999845,0.74999845,"0.74999845,0.25000158"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,1,0.9285688,0.0714312,"0.0714312,0.9285688"
0,0,0.52941155,0.52941155,"0.52941155,0.47058842"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.95587945,0.95587945,"0.95587945,0.04412052"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.72058684,0.72058684,"0.72058684,0.27941316"
0,0,0.7647042,0.7647042,"0.7647042,0.23529579"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.98529106,0.98529106,"0.98529106,0.014708942"
0,0,0.98529106,0.98529106,"0.98529106,0.014708942"
0,1,0.57352895,0.42647105,"0.42647105,0.57352895"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.52941155,0.52941155,"0.52941155,0.47058842"
0,0,0.89705634,0.89705634,"0.89705634,0.10294368"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,1,0.74999845,0.25000158,"0.25000158,0.74999845"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,1,0.5147058,0.48529422,"0.48529422,0.5147058"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.9264679,0.9264679,"0.9264679,0.0735321"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.80882156,0.80882156,"0.80882156,0.19117841"
0,0,0.74999845,0.74999845,"0.74999845,0.25000158"
0,0,0.6029405,0.6029405,"0.6029405,0.39705947"
0,1,0.77941,0.22059,"0.22059,0.77941"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.72058684,0.72058684,"0.72058684,0.27941316"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,1,0.70588106,0.29411894,"0.29411894,0.70588106"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,1,0.72058684,0.27941316,"0.27941316,0.72058684"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.98529106,0.98529106,"0.98529106,0.014708942"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.9705853,0.9705853,"0.9705853,0.02941473"
0,1,0.52941155,0.47058842,"0.47058842,0.52941155"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,1,0.5882347,0.41176525,"0.41176525,0.5882347"
0,0,0.74999845,0.74999845,"0.74999845,0.25000158"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.74999845,0.74999845,"0.74999845,0.25000158"
0,1,0.5441174,0.45588264,"0.45588264,0.5441174"
0,0,0.5147058,0.5147058,"0.5147058,0.48529422"
0,0,0.95587945,0.95587945,"0.95587945,0.04412052"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,1,0.7941158,0.2058842,"0.2058842,0.7941158"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,1,0.6911753,0.30882475,"0.30882475,0.6911753"
0,0,0.95587945,0.95587945,"0.95587945,0.04412052"
0,1,0.5147058,0.48529422,"0.48529422,0.5147058"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.98529106,0.98529106,"0.98529106,0.014708942"
0,0,0.89705634,0.89705634,"0.89705634,0.10294368"
0,0,0.61764634,0.61764634,"0.61764634,0.3823537"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,1,0.5147058,0.48529422,"0.48529422,0.5147058"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.98529106,0.98529106,"0.98529106,0.014708942"
0,1,0.9264679,0.0735321,"0.0735321,0.9264679"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
0,0,0.8382332,0.8382332,"0.8382332,0.16176684"
0,0,0.7352926,0.7352926,"0.7352926,0.26470736"
0,0,0.98529106,0.98529106,"0.98529106,0.014708942"
0,0,0.99999684,0.99999684,"0.99999684,3.1516909E-6"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.9705853,0.9705853,"0.02941473,0.9705853"
1,0,0.72058684,0.27941316,"0.72058684,0.27941316"
1,1,0.8823505,0.8823505,"0.117649466,0.8823505"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.95587945,0.95587945,"0.04412052,0.95587945"
1,1,0.98529106,0.98529106,"0.014708942,0.98529106"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.89705634,0.89705634,"0.10294368,0.89705634"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.9999972,0.9999972,"2.7833134E-6,0.9999972"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.95587945,0.95587945,"0.04412052,0.95587945"
1,1,0.9411737,0.9411737,"0.05882631,0.9411737"
1,1,0.9705853,0.9705853,"0.02941473,0.9705853"
1,1,0.9710116,0.9710116,"0.028988434,0.9710116"
1,1,0.92957485,0.92957485,"0.07042513,0.92957485"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.99999714,0.99999714,"2.8575348E-6,0.99999714"
1,1,0.89705634,0.89705634,"0.10294368,0.89705634"
1,1,0.9999969,0.9999969,"3.1060144E-6,0.9999969"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.9436593,0.9436593,"0.056340706,0.9436593"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.9264679,0.9264679,"0.0735321,0.9264679"
1,1,0.9999969,0.9999969,"3.1060144E-6,0.9999969"
1,1,0.99999696,0.99999696,"3.0616432E-6,0.99999696"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.66176367,0.66176367,"0.3382363,0.66176367"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.89705634,0.89705634,"0.10294368,0.89705634"
1,1,0.9264679,0.9264679,"0.0735321,0.9264679"
1,1,0.98529106,0.98529106,"0.014708942,0.98529106"
1,1,0.9999975,0.9999975,"2.492038E-6,0.9999975"
1,1,0.98529106,0.98529106,"0.014708942,0.98529106"
1,1,0.98529106,0.98529106,"0.014708942,0.98529106"
1,1,0.98529106,0.98529106,"0.014708942,0.98529106"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.95587945,0.95587945,"0.04412052,0.95587945"
1,1,0.92753357,0.92753357,"0.072466426,0.92753357"
1,1,0.9705853,0.9705853,"0.02941473,0.9705853"
1,1,0.9411737,0.9411737,"0.05882631,0.9411737"
1,1,0.7647042,0.7647042,"0.23529579,0.7647042"
1,1,0.95587945,0.95587945,"0.04412052,0.95587945"
1,1,0.9705853,0.9705853,"0.02941473,0.9705853"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.8823505,0.8823505,"0.117649466,0.8823505"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.5882347,0.5882347,"0.41176525,0.5882347"
1,1,0.8235274,0.8235274,"0.17647263,0.8235274"
1,1,0.95587945,0.95587945,"0.04412052,0.95587945"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.89705634,0.89705634,"0.10294368,0.89705634"
1,1,0.99999726,0.99999726,"2.7128501E-6,0.99999726"
1,0,0.89705634,0.10294368,"0.89705634,0.10294368"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.9411737,0.9411737,"0.05882631,0.9411737"
1,1,0.98529106,0.98529106,"0.014708942,0.98529106"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.98529106,0.98529106,"0.014708942,0.98529106"
1,1,0.8823505,0.8823505,"0.117649466,0.8823505"
1,1,0.98529106,0.98529106,"0.014708942,0.98529106"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.9411737,0.9411737,"0.05882631,0.9411737"
1,1,0.95587945,0.95587945,"0.04412052,0.95587945"
1,1,0.9999969,0.9999969,"3.1060144E-6,0.9999969"
1,1,0.72058684,0.72058684,"0.27941316,0.72058684"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.9411737,0.9411737,"0.05882631,0.9411737"
1,1,0.9411737,0.9411737,"0.05882631,0.9411737"
1,0,0.74999845,0.25000158,"0.74999845,0.25000158"
1,1,0.95587945,0.95587945,"0.04412052,0.95587945"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.95587945,0.95587945,"0.04412052,0.95587945"
1,1,0.98529106,0.98529106,"0.014708942,0.98529106"
1,1,0.85293895,0.85293895,"0.14706105,0.85293895"
1,1,0.9999972,0.9999972,"2.8199358E-6,0.9999972"
1,1,0.95587945,0.95587945,"0.04412052,0.95587945"
1,1,0.98571134,0.98571134,"0.014288688,0.98571134"
1,1,0.9117621,0.9117621,"0.08823789,0.9117621"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.99999726,0.99999726,"2.7128501E-6,0.99999726"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.95587945,0.95587945,"0.04412052,0.95587945"
1,1,0.95587945,0.95587945,"0.04412052,0.95587945"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.98529106,0.98529106,"0.014708942,0.98529106"
1,1,0.98529106,0.98529106,"0.014708942,0.98529106"
1,1,0.9705853,0.9705853,"0.02941473,0.9705853"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.98529106,0.98529106,"0.014708942,0.98529106"
1,0,0.72058684,0.27941316,"0.72058684,0.27941316"
1,0,0.7352926,0.26470736,"0.7352926,0.26470736"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.98529106,0.98529106,"0.014708942,0.98529106"
1,1,0.6470579,0.6470579,"0.3529421,0.6470579"
1,1,0.95587945,0.95587945,"0.04412052,0.95587945"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.9411737,0.9411737,"0.05882631,0.9411737"
1,1,0.9855042,0.9855042,"0.0144957695,0.9855042"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.66176367,0.66176367,"0.3382363,0.66176367"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.99999696,0.99999696,"3.0616432E-6,0.99999696"
1,1,0.95587945,0.95587945,"0.04412052,0.95587945"
1,1,0.6764695,0.6764695,"0.32353052,0.6764695"
1,1,0.98529106,0.98529106,"0.014708942,0.98529106"
1,1,0.98529106,0.98529106,"0.014708942,0.98529106"
1,1,0.99999696,0.99999696,"3.0616432E-6,0.99999696"
1,1,0.8676447,0.8676447,"0.13235526,0.8676447"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.98529106,0.98529106,"0.014708942,0.98529106"
1,0,0.72058684,0.27941316,"0.72058684,0.27941316"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.999997,0.999997,"2.976598E-6,0.999997"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.8823505,0.8823505,"0.117649466,0.8823505"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,0,0.74999845,0.25000158,"0.74999845,0.25000158"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,0,0.74999845,0.25000158,"0.74999845,0.25000158"
1,1,0.99999726,0.99999726,"2.74763E-6,0.99999726"
1,1,0.89705634,0.89705634,"0.10294368,0.89705634"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.6470579,0.6470579,"0.3529421,0.6470579"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.98529106,0.98529106,"0.014708942,0.98529106"
1,1,0.89705634,0.89705634,"0.10294368,0.89705634"
1,1,0.98529106,0.98529106,"0.014708942,0.98529106"
1,1,0.9999972,0.9999972,"2.7833134E-6,0.9999972"
1,1,0.92957485,0.92957485,"0.07042513,0.92957485"
1,1,0.9117621,0.9117621,"0.08823789,0.9117621"
1,1,0.99999714,0.99999714,"2.8575348E-6,0.99999714"
1,1,0.98529106,0.98529106,"0.014708942,0.98529106"
1,0,0.74999845,0.25000158,"0.74999845,0.25000158"
1,1,0.6911753,0.6911753,"0.30882475,0.6911753"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.9411737,0.9411737,"0.05882631,0.9411737"
1,1,0.95587945,0.95587945,"0.04412052,0.95587945"
1,0,0.74999845,0.25000158,"0.74999845,0.25000158"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.9999972,0.9999972,"2.8199358E-6,0.9999972"
1,1,0.9999972,0.9999972,"2.7833134E-6,0.9999972"
1,0,0.52941155,0.47058842,"0.52941155,0.47058842"
1,1,0.8676447,0.8676447,"0.13235526,0.8676447"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.89705634,0.89705634,"0.10294368,0.89705634"
1,1,0.99999726,0.99999726,"2.74763E-6,0.99999726"
1,0,0.98529106,0.014708942,"0.98529106,0.014708942"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.95587945,0.95587945,"0.04412052,0.95587945"
1,1,0.95587945,0.95587945,"0.04412052,0.95587945"
1,1,0.95587945,0.95587945,"0.04412052,0.95587945"
1,1,0.77941,0.77941,"0.22059,0.77941"
1,1,0.98529106,0.98529106,"0.014708942,0.98529106"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.9999974,0.9999974,"2.6458665E-6,0.9999974"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.9999972,0.9999972,"2.7833134E-6,0.9999972"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.99999726,0.99999726,"2.74763E-6,0.99999726"
1,1,0.8235274,0.8235274,"0.17647263,0.8235274"
1,1,0.95587945,0.95587945,"0.04412052,0.95587945"
1,1,0.9999972,0.9999972,"2.7833134E-6,0.9999972"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,0,0.74999845,0.25000158,"0.74999845,0.25000158"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.9264679,0.9264679,"0.0735321,0.9264679"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.8235274,0.8235274,"0.17647263,0.8235274"
1,1,0.9705853,0.9705853,"0.02941473,0.9705853"
1,1,0.8857119,0.8857119,"0.11428808,0.8857119"
1,1,0.9705853,0.9705853,"0.02941473,0.9705853"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
1,1,0.99999684,0.99999684,"3.1516909E-6,0.99999684"
